index,timestamp,target_x,target_y,target_z,gt_x,gt_y,gt_z,est_x,est_y,est_z,error_2d_m,error_3d_m
1,2026-09-02T16:41:39,185.12,161.686,1.7,185.12,161.686,1.7,169.4268039993827,172.5129379339172,-1.4749799002532837,19.0656,19.3282
2,2026-09-02T16:41:49,190.791,158.713,1.7,190.791,158.713,1.7,192.1817284350994,158.43862591972874,1.7273419651364657,1.4175,1.4178
3,2026-09-02T16:42:00,196.462,155.741,1.7,196.462,155.741,1.7,194.41891106090503,156.46256063876004,4.154497144586332,2.1668,3.2741
4,2026-09-02T16:42:10,202.134,152.768,1.7,202.134,152.768,1.7,201.48169602015392,153.06018422011806,-0.17540041451804086,0.7148,2.0070
5,2026-09-02T16:42:21,207.805,149.796,1.7,207.805,149.796,1.7,206.99479873321957,149.27884922318722,5.926410652416155,0.9612,4.3343
6,2026-09-02T16:42:31,213.476,146.823,1.7,213.476,146.823,1.7,213.9284064921058,147.72211861632368,0.5428163372545217,1.0065,1.5337
7,2026-09-02T16:42:41,219.148,143.851,1.7,219.148,143.851,1.7,218.77228629092258,143.79911474084244,3.1033610720195135,0.3793,1.4537
8,2026-09-02T16:42:52,224.819,140.878,1.7,224.819,140.878,1.7,223.91189961895387,140.68542272098188,6.285365995644428,0.9273,4.6782
9,2026-09-02T16:43:02,188.883,168.529,1.7,188.883,168.529,1.7,183.0809517325974,172.43222145081253,3.192203935965461,6.9928,7.1502
10,2026-09-02T16:43:13,194.745,164.575,1.7,194.745,164.575,1.7,191.3102609333841,166.16613263960411,5.415229459444862,3.7854,5.3040
11,2026-09-02T16:43:24,200.607,160.621,1.7,200.607,160.621,1.7,201.49017758814102,159.65490558771197,1.7234245883138055,1.3089,1.3092
12,2026-09-02T16:43:35,206.469,156.667,1.7,206.469,156.667,1.7,206.68324914577676,156.87939037010764,3.2696386505524733,0.3017,1.5984
13,2026-09-02T16:43:46,212.332,152.713,1.7,212.332,152.713,1.7,212.52903938808436,152.9029752329273,0.6394949292315312,0.2737,1.0953
14,2026-09-02T16:43:56,218.194,148.759,1.7,218.194,148.759,1.7,217.93273018508137,148.59542606757392,3.346569378795403,0.3083,1.6752
15,2026-09-02T16:44:06,224.056,144.805,1.7,224.056,144.805,1.7,224.00211369534924,144.6579344554129,2.6818497814100057,0.1566,0.9943
16,2026-09-02T16:44:17,229.918,140.851,1.7,229.918,140.851,1.7,228.17362503966083,142.04453532986665,2.147097054309418,2.1136,2.1604
