index,timestamp,target_x,target_y,target_z,gt_x,gt_y,gt_z,est_x,est_y,est_z,error_2d_m,error_3d_m
1,2026-09-02T20:34:27,185.12,161.686,1.7,185.12,161.686,1.7,190.4551999247006,158.52363193732236,3.1544556558111356,6.2020,6.3703
2,2026-09-02T20:34:38,190.791,158.713,1.7,190.791,158.713,1.7,189.7803282284616,159.56185898019513,1.133186162691277,1.3199,1.4364
3,2026-09-02T20:34:49,196.462,155.741,1.7,196.462,155.741,1.7,196.00704424443506,156.26294347989517,1.7708586148248822,0.6924,0.6960
4,2026-09-02T20:35:00,202.134,152.768,1.7,202.134,152.768,1.7,201.19804227733326,152.09217162552136,1.5666062911898457,1.1545,1.1621
5,2026-09-02T20:35:11,207.805,149.796,1.7,207.805,149.796,1.7,207.63282116672195,150.41350037024088,2.474832842642282,0.6411,1.0056
6,2026-09-02T20:35:23,213.476,146.823,1.7,213.476,146.823,1.7,213.49767882938332,146.53765730840755,2.380882356780476,0.2862,0.7386
7,2026-09-02T20:35:34,219.148,143.851,1.7,219.148,143.851,1.7,219.4019395653757,143.9579381404478,1.0925216096353876,0.2755,0.6670
8,2026-09-02T20:35:45,224.819,140.878,1.7,224.819,140.878,1.7,225.0756811273585,141.21025413780703,0.8912912677429318,0.4199,0.9112
9,2026-09-02T20:35:56,188.883,168.529,1.7,188.883,168.529,1.7,193.81307132903314,165.6196158277422,2.0563877213198953,5.7245,5.7356
10,2026-09-02T20:36:07,194.745,164.575,1.7,194.745,164.575,1.7,195.98320528836516,164.10269095227218,1.0313440573387769,1.3252,1.4844
11,2026-09-02T20:36:19,200.607,160.621,1.7,200.607,160.621,1.7,200.58240480331645,160.23181774469555,1.304590760172331,0.3900,0.5554
12,2026-09-02T20:36:30,206.469,156.667,1.7,206.469,156.667,1.7,206.24226381465806,157.12183871969557,1.681224167747063,0.5082,0.5086
13,2026-09-02T20:36:41,212.332,152.713,1.7,212.332,152.713,1.7,212.34604975747072,153.1650121967579,1.8877790486155055,0.4522,0.4897
14,2026-09-02T20:36:52,218.194,148.759,1.7,218.194,148.759,1.7,218.15621630052226,148.90384153732754,2.160251412554446,0.1497,0.4840
15,2026-09-02T20:37:03,224.056,144.805,1.7,224.056,144.805,1.7,224.4951667514209,145.24172046899534,0.8438647486812398,0.6193,1.0567
16,2026-09-02T20:37:15,229.918,140.851,1.7,229.918,140.851,1.7,230.09793563610813,141.21952831736294,1.4833769702121657,0.4101,0.4638
