index,timestamp,target_x,target_y,target_z,gt_x,gt_y,gt_z,est_x,est_y,est_z,error_2d_m,error_3d_m
1,2026-09-02T16:28:33,19.6,24.81,1.7,19.6,24.81,1.7,21.649499025161933,21.599398117307786,6.823811892802388,3.8090,6.3845
2,2026-09-02T16:28:43,26.86,29.9,1.7,26.86,29.9,1.7,27.485450599618286,30.9386367118847,-5.7351398432887395,1.2124,7.5333
3,2026-09-02T16:28:53,22.09,35.29,1.7,22.09,35.29,1.7,20.743870601948217,36.26235920139289,2.7517526915182193,1.6606,1.9656
4,2026-09-02T16:29:04,14.98,30.31,1.7,14.98,30.31,1.7,14.500665870768348,30.16795714422429,5.689509415078728,0.4999,4.0207
5,2026-09-02T16:29:14,10.36,35.42,1.7,10.36,35.42,1.7,9.900059569522968,36.56151770640812,3.261745364519343,1.2307,1.9884
6,2026-09-02T16:29:25,17.76,40.18,1.7,17.76,40.18,1.7,16.64281032368413,38.78458679178092,5.576550824290483,1.7875,4.2688
7,2026-09-02T16:29:35,14.38,44.16,1.7,14.38,44.16,1.7,14.767284390041015,43.51677456468543,1.5735840578155869,0.7508,0.7614
8,2026-09-02T16:29:45,7.23,39.15,1.7,7.23,39.15,1.7,7.962716063170981,40.08379820272001,1.7498094414886511,1.1870,1.1880
9,2026-09-02T16:29:56,2.25,44.89,1.7,2.25,44.89,1.7,3.327662175276771,46.185372138366525,-2.224264375933865,1.6850,4.2707
10,2026-09-02T16:30:06,8.82,49.49,1.7,8.82,49.49,1.7,8.979371666915887,48.71911321072849,3.3106516725592643,0.7872,1.7927
11,2026-09-02T16:30:17,6.76,52.44,1.7,6.76,52.44,1.7,6.244209120425892,51.937015479775354,4.258463269404602,0.7204,2.6580
12,2026-09-02T16:30:28,0.31,47.49,1.7,0.31,47.49,1.7,1.3045336868694162,48.45082642212482,-4.293376047381506,1.3829,6.1508
13,2026-09-02T16:30:39,-3.26,51.12,1.7,-3.26,51.12,1.7,-2.678550506389026,51.581466093760696,-0.17583769711778868,0.7423,2.0174
14,2026-09-02T16:30:50,2.85,55.4,1.7,2.85,55.4,1.7,3.55900578003462,56.158753133131505,-1.5269345925947948,1.0385,3.3899
15,2026-09-02T16:31:01,0.9,58.2,1.7,0.9,58.2,1.7,1.14199013037824,58.18789950585726,1.09752945602473,0.2423,0.6494
16,2026-09-02T16:31:12,-5.69,53.65,1.7,-5.69,53.65,1.7,-7.386988806090481,53.206525113282545,4.0864073411721415,1.7540,2.9617
