index,timestamp,target_x,target_y,target_z,gt_x,gt_y,gt_z,est_x,est_y,est_z,error_2d_m,error_3d_m
1,2026-09-02T17:25:26,19.6,24.81,1.7,19.6,24.81,1.7,19.116566788597463,28.29528740598959,0.8963764988784044,3.5187,3.6093
2,2026-09-02T17:25:37,26.86,29.9,1.7,26.86,29.9,1.7,24.60959589151269,30.72477886193177,2.489268692861939,2.3968,2.5234
3,2026-09-02T17:25:47,22.09,35.29,1.7,22.09,35.29,1.7,19.496898108908464,36.44014480905523,2.00535649803268,2.8367,2.8531
4,2026-09-02T17:25:57,14.98,30.31,1.7,14.98,30.31,1.7,15.819664266027653,29.12753307441647,2.4755353385628087,1.4503,1.6446
5,2026-09-02T17:26:08,10.36,35.42,1.7,10.36,35.42,1.7,10.506005246844177,36.693545938932445,2.0961558483638756,1.2819,1.3417
6,2026-09-02T17:26:18,17.76,40.18,1.7,17.76,40.18,1.7,19.61368032448803,39.37944702226044,0.3816380337808795,2.0192,2.4115
7,2026-09-02T17:26:29,14.38,44.16,1.7,14.38,44.16,1.7,14.417772855034704,44.27661148854094,1.7224498629464293,0.1226,0.1246
8,2026-09-02T17:26:39,7.23,39.15,1.7,7.23,39.15,1.7,8.294848758082356,39.38136017338784,1.4061730108889585,1.0897,1.1286
9,2026-09-02T17:26:49,2.25,44.89,1.7,2.25,44.89,1.7,2.952488266387406,45.26068299950529,3.4699441814515795,0.7943,1.9400
10,2026-09-02T17:27:00,8.82,49.49,1.7,8.82,49.49,1.7,8.900737435757915,49.39277448051007,1.2739598830977903,0.1264,0.4444
11,2026-09-02T17:27:10,6.76,52.44,1.7,6.76,52.44,1.7,6.45939061413707,52.52679561200185,1.3133796475104256,0.3129,0.4974
12,2026-09-02T17:27:21,0.31,47.49,1.7,0.31,47.49,1.7,1.2825907503880407,47.421168738735666,2.893008266537733,0.9750,1.5408
13,2026-09-02T17:27:31,-3.26,51.12,1.7,-3.26,51.12,1.7,-3.614513537435959,50.9478806672071,2.385763549013712,0.3941,0.7909
14,2026-09-02T17:27:42,2.85,55.4,1.7,2.85,55.4,1.7,3.283493028958599,55.59355669801662,0.9251228653529888,0.4747,0.9087
15,2026-09-02T17:27:53,0.9,58.2,1.7,0.9,58.2,1.7,0.05404312569239312,58.546528692325566,0.47175662364240656,0.9142,1.5311
16,2026-09-02T17:28:04,-5.69,53.65,1.7,-5.69,53.65,1.7,-6.857512563798223,53.85577208102697,1.5671598489814738,1.1855,1.1929
